Year,Site,Type,Management,Surveys,Survey Hrs,LT Max Adults,LT Nests,LT Nests Hatched,LT Chicks 0-14,LT Chicks 15-21,LT Fledglings,PP Max Adults,PP Nests,PP Nests Hatched,PP Chicks 0-14,PP Chicks 15-28,PP Fledglings
2014 (I),Cottonwood Ranch,Sandpit,AEFG,79,116,18,13,12,28,5,4,8,2,2,7,5,4
2014 (I),DeWeese,Sandpit,H,7,4,0,0,0,0,0,0,0,0,0,0,0,0
2014 (I),Dippel Tract,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2014 (I),Dyer,Sandpit,AEFG,66,94,8,0,0,0,0,0,9,6,4,12,3,1
2014 (I),Elm Creek Complex East,Constructed Island,FGJ,13,10,12,0,0,0,0,0,1,0,0,0,0,0
2014 (I),Elm Creek Complex West,Constructed Island,K,4,3,7,0,0,0,0,0,3,0,0,0,0,0
2014 (I),Follmer,Sandpit,J,7,2,0,0,0,0,0,0,0,0,0,0,0,0
2014 (I),Hooker Brothers Southeast,Sandpit,H,16,8,14,0,0,0,0,0,0,0,0,0,0,0
2014 (I),Johnson,Sandpit,EFG,57,45,12,6,1,2,0,0,4,1,1,1,1,0
2014 (I),Kearney Broadfoot South,Sandpit,AEFGB,104,171,40,11,6,12,4,4,12,9,7,22,11,8
2014 (I),Leaman,Sandpit,AEFG,70,99,34,38,21,40,19,12,6,3,3,9,9,9
2014 (I),Leaman West (Islands),River,AFK,9,4,3,0,0,0,0,0,1,0,0,0,0,0
2014 (I),Newark East,Sandpit,EFJM,27,7,3,0,0,0,0,0,0,0,0,0,0,0
2014 (I),Newark West,Sandpit,AEFGB,84,119,25,15,10,20,7,7,5,3,2,7,5,4
2014 (I),Non-Access Islands Kearney Broadfoot South,Sandpit,EFB,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2014 (I),NPPD Lexington,Sandpit,EFG,48,62,2,0,0,0,0,0,10,5,3,12,1,1
2014 (I),NPPD Lexington Island,Constructed Island,G,6,3,0,0,0,0,0,0,1,0,0,0,0,0
2014 (I),"Paulsen's Lexington Pit",Sandpit,HM,16,6,1,0,0,0,0,0,4,1,1,4,2,2
2014 (I),Plum Creek Complex (Dyer Island),Constructed Island,FG,10,3,1,0,0,0,0,0,3,0,0,0,0,0
2014 (I),PRRIP Cottonwood Ranch Island,Constructed Island,AFG,38,24,7,0,0,0,0,0,6,2,1,4,4,4
2014 (I),Rowe Headquarters,,,7,3,4,0,0,0,0,0,4,0,0,0,0,0
2014 (I),Shoemaker Island (Binfield) Complex,Constructed Island,FGJK,15,11,3,0,0,0,0,0,2,0,0,0,0,0
2014 (I),Speidell-Hostetler,Constructed Island,AFGK,7,1,0,0,0,0,0,0,2,0,0,0,0,0
2014 (I),Trust Wildrose East,Sandpit,AGI,37,26,20,1,1,4,2,0,8,1,1,3,1,0
2014 (I),Wild Rose Ranch Islands,Constructed Island,H,12,8,20,2,0,0,0,0,7,0,0,0,0,0
2014 (I),Younkin Tract,,,1,2,4,0,0,0,0,0,0,0,0,0,0,0
2013 (O),Blue Hole,Sandpit,EFGB,98,198,22,16,9,18,16,16,10,6,5,12,7,7
2013 (O),Cottonwood Ranch,Sandpit,AEFG,72,76,11,8,1,1,0,0,4,2,1,3,0,0
2013 (O),DeWeese,Sandpit,HM,7,4,2,0,0,0,0,0,0,0,0,0,0,0
2013 (O),Dippel Tract,Constructed Island,H,1,1,2,0,0,0,0,0,0,0,0,0,0,0
2013 (O),Dyer,Sandpit,AEFGB,104,178,20,13,5,7,6,4,10,4,4,13,6,1
2013 (O),Elm Creek Complex East,Constructed Island,FGJ,30,38,11,0,0,0,0,0,3,0,0,0,0,0
2013 (O),Follmer,Sandpit,HM,7,2,0,0,0,0,0,0,0,0,0,0,0,0
2013 (O),Hooker Brothers - South,Sandpit,H,7,3,2,0,0,0,0,0,0,0,0,0,0,0
2013 (O),Hooker Brothers - West,Sandpit,H,7,3,0,0,0,0,0,0,0,0,0,0,0,0
2013 (O),Johnson,Sandpit,EFG,12,6,1,0,0,0,0,0,2,0,0,0,0,0
2013 (O),Kearney Broadfoot South,Sandpit,AEGB,105,231,21,11,5,11,11,11,17,3,3,8,6,3
2013 (O),Leaman,Sandpit,AEFL,74,86,15,5,3,6,0,0,6,1,1,4,4,4
2013 (O),Leaman West (Islands),River,BFGK,15,17,4,0,0,0,0,0,1,0,0,0,0,0
2013 (O),Newark West,Sandpit,AEFG,76,103,7,1,1,2,2,2,5,2,2,7,2,2
2013 (O),Non-Access Islands Kearney Broadfoot South,Sandpit,EB,1,1,0,10,0,0,0,0,0,1,1,3,0,0
2013 (O),NPPD Lexington,Sandpit,EFG,65,93,8,0,0,0,0,0,9,5,3,4,0,0
2013 (O),NPPD Lexington Island,Constructed Island,G,6,3,1,0,0,0,0,0,0,0,0,0,0,0
2013 (O),"Paulsen's Lexington Pit",Sandpit,HM,6,3,16,0,0,0,0,0,2,1,1,2,2,1
2013 (O),Plum Creek Complex (Dyer Island),Constructed Island,HJ,1,2,7,0,0,0,0,0,4,0,0,0,0,0
2013 (O),PRRIP Cottonwood Ranch Island,Constructed Island,FGJ,29,21,2,0,0,0,0,0,3,0,0,0,0,0
2013 (O),Rowe Headquarters,Constructed Island,H,7,5,3,0,0,0,0,0,5,0,0,0,0,0
2013 (O),Shoemaker Island (Binfield) Complex,Constructed Island,FGK,13,15,6,0,0,0,0,0,2,0,0,0,0,0
2013 (O),Trust Wildrose East,Sandpit,ABG,46,37,28,15,14,35,28,24,6,3,2,7,6,3
2013 (O),Wild Rose Ranch Islands,Constructed Island,H,1,1,10,0,0,0,0,0,3,0,0,0,0,0
2013 (I),Blue Hole,Sandpit,EFGB,98,198,22,20,10,26,16,16,10,5,5,17,12,11
2013 (I),Cottonwood Ranch,Sandpit,AEFG,72,76,11,8,1,2,0,0,4,2,1,4,0,0
2013 (I),DeWeese,Sandpit,HM,7,4,2,0,0,0,0,0,0,0,0,0,0,0
2013 (I),Dippel Tract,Constructed Island,H,1,1,2,0,0,0,0,0,0,0,0,0,0,0
2013 (I),Dyer,Sandpit,AEFGB,104,178,20,13,9,20,8,5,10,4,4,15,10,3
2013 (I),Elm Creek Complex East,Constructed Island,FGJ,30,38,11,0,0,0,0,0,3,0,0,0,0,0
2013 (I),Follmer,Sandpit,HM,7,2,0,0,0,0,0,0,0,0,0,0,0,0
2013 (I),Hooker Brothers - South,Sandpit,H,7,3,2,0,0,0,0,0,0,0,0,0,0,0
2013 (I),Hooker Brothers - West,Sandpit,H,7,3,0,0,0,0,0,0,0,0,0,0,0,0
2013 (I),Johnson,Sandpit,EFG,12,6,1,0,0,0,0,0,2,0,0,0,0,0
2013 (I),Kearney Broadfoot South,Sandpit,AEGB,105,231,21,14,6,17,7,5,17,6,3,11,6,4
2013 (I),Leaman,Sandpit,AEFL,74,86,15,6,4,5,0,0,6,1,1,4,4,4
2013 (I),Leaman West (Islands),River,BFGK,15,17,4,0,0,0,0,0,1,0,0,0,0,0
2013 (I),Newark West,Sandpit,AEFG,76,103,7,1,1,2,2,2,5,2,2,8,3,2
2013 (I),Non-Access Islands Kearney Broadfoot South,Sandpit,EB,1,1,0,16,5,9,3,2,0,1,1,4,0,0
2013 (I),NPPD Lexington,Sandpit,EFG,65,93,8,1,1,3,0,0,9,5,3,9,0,0
2013 (I),NPPD Lexington Island,Constructed Island,G,6,3,1,0,0,0,0,0,0,0,0,0,0,0
2013 (I),"Paulsen's Lexington Pit",Sandpit,HM,6,3,16,0,0,0,0,0,2,0,0,0,0,0
2013 (I),Plum Creek Complex (Dyer Island),Constructed Island,HJ,1,2,7,0,0,0,0,0,4,0,0,0,0,0
2013 (I),PRRIP Cottonwood Ranch Island,Constructed Island,FGJ,29,21,2,0,0,0,0,0,3,0,0,0,0,0
2013 (I),Rowe Headquarters,Constructed Island,H,7,5,3,0,0,0,0,0,5,0,0,0,0,0
2013 (I),Shoemaker Island (Binfield) Complex,Constructed Island,FGK,13,15,6,0,0,0,0,0,2,0,0,0,0,0
2013 (I),Trust Wildrose East,Sandpit,ABG,46,37,28,0,0,0,0,0,6,0,0,0,0,0
2013 (I),Wild Rose Ranch Islands,Constructed Island,H,1,1,10,0,0,0,0,0,3,0,0,0,0,0
2012 (O),Blue Hole,Sandpit,EFGB,90,173,27,11,9,20,11,11,21,16,10,21,21,19
2012 (O),Cottonwood Ranch,Sandpit,AEFG,15,13,0,0,0,0,0,0,0,0,0,0,0,0
2012 (O),DeWeese,Sandpit,HM,20,11,8,4,3,8,8,8,0,0,0,0,0,0
2012 (O),Dyer,Sandpit,AEFG,86,123,18,0,0,0,0,0,9,0,0,0,0,0
2012 (O),Elm Creek Complex West,Constructed Island,H,20,21,9,0,0,0,0,0,9,0,0,0,0,0
2012 (O),Follmer,Sandpit,HM,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2012 (O),Hooker Brothers - South,Sandpit,HM,7,3,0,0,0,0,0,0,0,0,0,0,0,0
2012 (O),Hooker Brothers - West,Sandpit,HM,7,3,0,0,0,0,0,0,0,0,0,0,0,0
2012 (O),Johnson,Sandpit,EFG,20,14,4,0,0,0,0,0,3,0,0,0,0,0
2012 (O),Kearney Broadfoot South,Sandpit,AEGB,85,151,30,0,0,0,0,0,9,0,0,0,0,0
2012 (O),Leaman,Sandpit,AEFJ,6,3,0,0,0,0,0,0,0,0,0,0,0,0
2012 (O),Newark West,Sandpit,AEFGB,65,82,11,0,0,0,0,0,4,0,0,0,0,0
2012 (O),Non-Access Islands Kearney Broadfoot South,Sandpit,EB,1,1,0,2,0,0,0,0,0,1,1,1,0,0
2012 (O),NPPD Lexington,Sandpit,EFG,95,145,14,8,7,15,12,10,12,8,5,13,8,8
2012 (O),NPPD Lexington Island,Constructed Island,G,6,3,0,0,0,0,0,0,0,0,0,0,0,0
2012 (O),"Paulsen's Lexington Pit",Sandpit,HM,3,4,0,0,0,0,0,0,0,0,0,0,0,0
2012 (O),Shoemaker Island (Binfield) Complex,Constructed Island,BFGKO,7,2,0,0,0,0,0,0,0,0,0,0,0,0
2012 (O),Trust Wildrose East,Sandpit,AG,27,23,16,11,8,19,14,13,6,3,2,8,8,8
2012 (I),Blue Hole,Sandpit,EFGB,90,173,27,18,12,30,17,20,21,18,12,32,21,18
2012 (I),Cottonwood Ranch,Sandpit,AEFG,15,13,0,0,0,0,0,0,0,0,0,0,0,0
2012 (I),DeWeese,Sandpit,HM,20,11,8,0,0,0,0,0,0,0,0,0,0,0
2012 (I),Dyer,Sandpit,AEFG,86,123,18,9,6,13,9,7,9,7,4,9,8,6
2012 (I),Elm Creek Complex West,Constructed Island,H,20,21,9,0,0,0,0,0,9,1,1,4,4,4
2012 (I),Follmer,Sandpit,HM,5,2,0,0,0,0,0,0,0,0,0,0,0,0
2012 (I),Hooker Brothers - South,Sandpit,HM,7,3,0,0,0,0,0,0,0,0,0,0,0,0
2012 (I),Hooker Brothers - West,Sandpit,HM,7,3,0,0,0,0,0,0,0,0,0,0,0,0
2012 (I),Johnson,Sandpit,EFG,20,14,4,0,0,0,0,0,3,0,0,0,0,0
2012 (I),Kearney Broadfoot South,Sandpit,AEGB,85,151,30,26,19,45,22,17,9,5,4,15,8,5
2012 (I),Leaman,Sandpit,AEFJ,6,3,0,0,0,0,0,0,0,0,0,0,0,0
2012 (I),Newark West,Sandpit,AEFGB,65,82,11,6,4,9,7,7,4,3,2,8,5,4
2012 (I),Non-Access Islands Kearney Broadfoot South,Sandpit,EB,1,1,0,4,2,3,1,1,0,0,0,0,0,0
2012 (I),NPPD Lexington,Sandpit,EFG,95,145,14,8,7,14,11,8,12,8,5,20,11,9
2012 (I),NPPD Lexington Island,Constructed Island,G,6,3,0,0,0,0,0,0,0,0,0,0,0,0
2012 (I),"Paulsen's Lexington Pit",Sandpit,HM,3,4,0,0,0,0,0,0,0,0,0,0,0,0
2012 (I),Shoemaker Island (Binfield) Complex,Constructed Island,BFGKO,7,2,0,0,0,0,0,0,0,0,0,0,0,0
2012 (I),Trust Wildrose East,Sandpit,AG,27,23,16,0,0,0,0,0,6,0,0,0,0,0
2011,Alda Farms Island,Constructed Island,H,3,2,1,0,0,0,0,0,1,0,0,0,0,0
2011,Blue Hole,Sandpit,AEFGB,90,144,33,24,18,46,35,31,18,11,10,36,32,26
2011,Cottonwood Ranch,Sandpit,CEGJP,22,10,1,0,0,0,0,0,2,0,0,0,0,0
2011,DeWeese,Sandpit,HM,23,14,10,3,3,7,7,7,1,0,0,0,0,0
2011,Dyer,Sandpit,BCDEFGP,51,43,12,5,2,5,3,2,5,2,2,6,3,0
2011,Hooker Brothers - South,Sandpit,H,7,4,6,0,0,0,0,0,0,0,0,0,0,0
2011,Hooker Brothers - West,Sandpit,H,7,4,0,0,0,0,0,0,0,0,0,0,0,0
2011,Johnson,Sandpit,AEFG,53,33,6,1,0,0,0,0,4,2,1,3,3,3
2011,Kearney Broadfoot South,Sandpit,ABCEFGJB,76,77,23,15,8,16,13,12,13,8,5,16,11,6
2011,Lilley - Wood River,Sandpit,HM,7,4,0,0,0,0,0,0,0,0,0,0,0,0
2011,Mormon Island,Constructed Island,H,6,7,2,0,0,0,0,0,0,0,0,0,0,0
2011,Newark West,Sandpit,BEFGJB,71,56,13,19,6,15,9,9,4,0,0,0,0,0
2011,Non-Access Islands Kearney Broadfoot South,Sandpit,EFJB,1,1,0,5,1,1,0,0,0,1,1,3,0,0
2011,NPPD Cottonwood Ranch Island,Constructed Island,H,8,3,2,0,0,0,0,0,3,0,0,0,0,0
2011,NPPD Elm Creek Island,Constructed Island,H,7,1,12,0,0,0,0,0,3,0,0,0,0,0
2011,NPPD Lexington,Sandpit,AEFG,71,86,16,10,7,16,12,11,10,6,5,14,5,3
2011,NPPD Lexington Island,Constructed Island,H,4,2,2,0,0,0,0,0,1,0,0,0,0,0
2011,Trust Wildrose East,Sandpit,K,31,26,14,8,8,19,17,17,8,4,3,10,7,6
2011,Uridil Property,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Wild Rose Ranch Islands,Constructed Island,H,6,1,5,0,0,0,0,0,0,0,0,0,0,0
2010,Alda Farms Island,Constructed Island,Q,16,8,5,0,0,0,0,0,3,2,1,4,4,4
2010,Blue Hole,Sandpit,Q,53,64,25,22,12,29,4,2,15,7,6,23,19,16
2010,Cottonwood Ranch,Sandpit,Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Dahm Property,River,Q,7,1,0,0,0,0,0,0,1,0,0,0,0,0
2010,DeWeese,Sandpit,Q,7,3,0,0,0,0,0,0,0,0,0,0,0,0
2010,Dinan Tract,Constructed Island,Q,20,14,3,0,0,0,0,0,6,2,0,0,0,0
2010,Dippel Tract,Constructed Island,Q,30,18,6,0,0,0,0,0,8,5,2,7,2,0
2010,Dyer,Sandpit,Q,25,15,1,0,0,0,0,0,4,1,1,4,3,3
2010,Elm Creek Complex East,Constructed Island,Q,16,20,5,0,0,0,0,0,2,0,0,0,0,0
2010,Hooker Brothers - South,Sandpit,Q,7,3,0,0,0,0,0,0,0,0,0,0,0,0
2010,Hooker Brothers - West,Sandpit,Q,7,3,0,0,0,0,0,0,0,0,0,0,0,0
2010,Island Landhandlers - GI,Sandpit,Q,7,3,0,0,0,0,0,0,0,0,0,0,0,0
2010,Johnson,Sandpit,Q,66,38,21,5,1,2,2,2,4,3,2,6,2,2
2010,Kearney Broadfoot South,Sandpit,Q,39,32,20,3,2,5,3,3,6,2,2,7,4,0
2010,Lilley - Wood River,Sandpit,Q,7,3,0,0,0,0,0,0,0,0,0,0,0,0
2010,Mormon Island,Constructed Island,Q,10,6,4,0,0,0,0,0,3,1,0,0,0,0
2010,Newark West,Sandpit,Q,24,8,1,0,0,0,0,0,0,0,0,0,0,0
2010,NPPD Cottonwood Ranch Island,Constructed Island,Q,7,1,2,0,0,0,0,0,2,0,0,0,0,0
2010,NPPD Elm Creek Island,Constructed Island,Q,14,5,3,0,0,0,0,0,6,0,0,0,0,0
2010,NPPD Lexington,Sandpit,Q,72,96,29,21,15,39,30,29,10,6,4,12,11,10
2010,NPPD Lexington Island,Constructed Island,Q,7,4,2,0,0,0,0,0,0,0,0,0,0,0
2010,NPPD Overton Island,Constructed Island,Q,8,1,1,0,0,0,0,0,0,0,0,0,0,0
2010,PRRIP Cottonwood Ranch Island,,,8,3,7,0,0,0,0,0,10,0,0,0,0,0
2010,Triplett Trail Tract,Constructed Island,Q,7,1,4,0,0,0,0,0,1,0,0,0,0,0
2010,Trust Wildrose East,Sandpit,Q,25,33,30,17,14,28,28,28,6,3,3,11,6,5
2010,Uridil Property,Constructed Island,Q,6,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Wild Rose Ranch Islands,Constructed Island,Q,7,4,7,0,0,0,0,0,7,0,0,0,0,0
2010,Wyoming Property,River,Q,7,1,4,0,0,0,0,0,0,0,0,0,0,0
2010,Younkin Tract,Constructed Island,Q,28,20,8,0,0,0,0,0,3,1,1,2,2,2
2009,Alda Farms Island,Constructed Island,EGK,8,14,2,0,0,0,0,0,3,0,0,0,0,0
2009,Blue Hole,Sandpit,Q,48,84,22,24,16,33,21,21,6,6,3,10,7,6
2009,Broadfoot Kearney Turkey Creek,Sandpit,Q,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2009,Central Sand & Gravel - GI,Sandpit,Q,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,Cottonwood Ranch,Sandpit,AP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Dahm Property,River,H,6,4,0,0,0,0,0,0,0,0,0,0,0,0
2009,DeWeese,Sandpit,Q,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2009,Dinan Tract,Constructed Island,GIK,21,28,2,1,1,2,0,0,3,2,1,3,3,1
2009,Dippel Tract,Constructed Island,GK,8,13,4,2,0,0,0,0,2,0,0,0,0,0
2009,Hooker Brothers - South,Sandpit,Q,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2009,Hooker Brothers - West,Sandpit,Q,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2009,Hooker Brothers East,Sandpit,Q,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2009,Island Landhandlers - GI,Sandpit,Q,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2009,Johnson,Sandpit,Q,29,32,8,7,2,5,2,2,4,2,2,8,1,0
2009,Kearney Broadfoot South,Sandpit,Q,3,4,22,0,0,0,0,0,14,0,0,0,0,0
2009,Lilley - Wood River,Sandpit,Q,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2009,Mid-Nebraska Aggregate- Minden,Sandpit,Q,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2009,Mormon Island,Constructed Island,BGI,15,19,10,5,4,9,4,4,2,0,0,0,0,0
2009,Newark West,Sandpit,Q,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2009,Non-Access Islands Kearney Broadfoot South,Sandpit,Q,1,1,0,2,0,0,0,0,0,0,0,0,0,0
2009,NPPD Cottonwood Ranch Island,Constructed Island,GK,5,2,0,0,0,0,0,0,2,0,0,0,0,0
2009,NPPD Elm Creek Island,Constructed Island,ABGK,7,4,2,0,0,0,0,0,4,0,0,0,0,0
2009,NPPD Lexington,Sandpit,Q,43,79,22,19,12,28,21,19,6,5,3,9,5,5
2009,NPPD Lexington Island,Constructed Island,GL,6,2,1,0,0,0,0,0,0,0,0,0,0,0
2009,NPPD Overton Island,Constructed Island,AG,5,2,2,0,0,0,0,0,0,0,0,0,0,0
2009,Rowe Headquarters,Constructed Island,GIK,4,5,0,0,0,0,0,0,2,0,0,0,0,0
2009,Triplett Trail Tract,Constructed Island,G,3,3,2,0,0,0,0,0,2,0,0,0,0,0
2009,Trust Wildrose East,Sandpit,G,3,3,1,0,0,0,0,0,0,0,0,0,0,0
2009,Uridil Property,Constructed Island,GKL,7,5,2,0,0,0,0,0,0,0,0,0,0,0
2009,Wild Rose Ranch Islands,Constructed Island,K,8,6,3,0,0,0,0,0,0,0,0,0,0,0
2009,Younkin Tract,Constructed Island,GIK,3,3,3,0,0,0,0,0,0,0,0,0,0,0
2008,Alda Farms Island,Constructed Island,GKS,14,13,8,4,0,0,0,0,1,0,0,0,0,0
2008,Blue Hole,Sandpit,EFGM,42,53,26,14,9,18,16,16,9,4,4,14,6,6
2008,Central Sand & Gravel - GI,Sandpit,HM,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,Dahm Property,River,G,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2008,DeWeese,Sandpit,HM,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,Dinan Tract,Constructed Island,BGKS,34,29,11,2,0,0,0,0,4,3,1,3,3,3
2008,Dippel Tract,Constructed Island,G,32,48,18,12,7,12,9,9,2,1,0,0,0,0
2008,Hooker Brothers - South,Sandpit,HM,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,Hooker Brothers - West,Sandpit,HM,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,Hooker Brothers East,Sandpit,HM,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,Island Landhandlers - GI,Sandpit,HM,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,Johnson,Sandpit,EFG,34,24,13,1,0,0,0,0,4,3,3,9,1,1
2008,Kearney Broadfoot South,Sandpit,HM,3,4,26,9,0,0,0,0,8,3,0,0,0,0
2008,Lilley - Wood River,Sandpit,H,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,Mid-Nebraska Aggregate- Minden,Sandpit,H,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2008,Newark West,Sandpit,HM,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2008,NPPD Cottonwood Ranch Island,Constructed Island,GK,8,5,1,0,0,0,0,0,0,0,0,0,0,0
2008,NPPD Elm Creek Island,Constructed Island,AGK,8,6,1,0,0,0,0,0,1,0,0,0,0,0
2008,NPPD Lexington,Sandpit,EFG,36,51,26,20,11,25,19,19,8,6,0,0,0,0
2008,NPPD Lexington Island,Constructed Island,AG,7,4,0,0,0,0,0,0,3,0,0,0,0,0
2008,NPPD Overton Island,Constructed Island,BG,5,4,0,0,0,0,0,0,0,0,0,0,0,0
2008,OSG Overton Pit,Sandpit,AG,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,Triplett Trail Tract,Constructed Island,GKS,20,18,9,2,0,0,0,0,3,1,0,0,0,0
2008,Trust Wildrose East,Sandpit,G,19,16,6,0,0,0,0,0,1,0,0,0,0,0
2008,Wild Rose Ranch Islands,Constructed Island,H,19,15,2,0,0,0,0,0,1,0,0,0,0,0
2008,Wyoming Property,River,G,11,11,9,0,0,0,0,0,0,0,0,0,0,0
2007,Blue Hole,Sandpit,EFG,32,44,25,16,8,17,12,12,10,6,5,15,6,6
2007,Central Sand & Gravel - GI,Sandpit,H,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2007,DeWeese,Sandpit,H,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,Dinan Tract,Constructed Island,BEFGS,20,46,20,11,2,5,2,2,5,3,1,4,3,3
2007,Dippel Tract,Constructed Island,KL,9,12,4,2,0,0,0,0,2,1,1,4,4,4
2007,Hooker Brothers - South,Sandpit,H,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,Hooker Brothers - West,Sandpit,H,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,Hooker Brothers East,Sandpit,HM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,Island Landhandlers - GI,Sandpit,HM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,Johnson,Sandpit,EFG,26,23,8,6,1,2,0,0,7,4,4,12,8,5
2007,Kearney Broadfoot South,Sandpit,H,3,3,38,2,0,0,0,0,28,6,0,0,0,0
2007,Lilley - Wood River,Sandpit,HM,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2007,Mid-Nebraska Aggregate- Minden,Sandpit,HM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,Newark West,Sandpit,H,3,3,4,2,0,0,0,0,2,1,0,0,0,0
2007,NPPD Cottonwood Ranch Island,Constructed Island,BGK,11,6,3,0,0,0,0,0,1,0,0,0,0,0
2007,NPPD Elm Creek Island,Constructed Island,BGK,11,4,2,0,0,0,0,0,1,0,0,0,0,0
2007,NPPD Lexington,Sandpit,EFG,30,44,27,14,11,26,26,26,8,6,4,10,7,7
2007,NPPD Lexington Island,Constructed Island,BGK,8,3,0,0,0,0,0,0,0,0,0,0,0,0
2007,NPPD Overton Island,Constructed Island,BGK,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,OSG Overton Pit,Sandpit,H,3,2,0,0,0,0,0,0,2,0,0,0,0,0
2007,"Paulsen's Lexington Pit",Sandpit,H,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2006,Blue Hole,Sandpit,EFG,35,39,34,19,10,23,19,19,8,6,6,22,21,21
2006,Central Sand & Gravel - GI,Sandpit,HM,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2006,DeWeese,Sandpit,HM,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2006,Hooker Brothers - South,Sandpit,HM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,Hooker Brothers - West,Sandpit,HM,3,1,0,0,0,0,0,0,1,0,0,0,0,0
2006,Island Landhandlers - GI,Sandpit,HM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,Johnson,Sandpit,EFG,39,24,12,10,5,6,6,6,12,4,3,10,6,6
2006,Kearney Broadfoot South,Sandpit,HM,3,3,37,4,0,0,0,0,12,5,0,0,0,0
2006,Lilley - Wood River,Sandpit,HM,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2006,Mid-Nebraska Aggregate- Minden,Sandpit,HM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,Newark West,Sandpit,HM,3,3,6,1,0,0,0,0,4,2,0,0,0,0
2006,NPPD Cottonwood Ranch Island,Constructed Island,H,9,3,4,0,0,0,0,0,0,0,0,0,0,0
2006,NPPD Elm Creek Island,Constructed Island,H,9,3,0,0,0,0,0,0,2,0,0,0,0,0
2006,NPPD Lexington,Sandpit,EFG,33,38,27,20,4,9,2,2,6,5,2,5,2,2
2006,NPPD Lexington Island,Constructed Island,H,8,2,0,0,0,0,0,0,0,0,0,0,0,0
2006,NPPD Overton Island,Constructed Island,H,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,OSG Overton Pit,Sandpit,H,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2006,"Paulsen's Lexington Pit",Sandpit,H,8,3,0,0,0,0,0,0,2,0,0,0,0,0
2005,Blue Hole,Sandpit,EFGM,34,37,26,13,3,5,4,4,7,6,3,9,8,8
2005,Bruner - Shelton,Sandpit,MR,16,16,22,12,10,20,17,17,5,3,3,11,2,2
2005,Central Sand & Gravel - GI,Sandpit,H,3,2,0,0,0,0,0,0,1,0,0,0,0,0
2005,DeWeese,Sandpit,HM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,Hooker Brothers - South,Sandpit,HM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,Hooker Brothers - West,Sandpit,HM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,Island Landhandlers - GI,Sandpit,HM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,Johnson,Sandpit,EFG,34,28,28,18,14,25,21,21,5,5,4,14,12,12
2005,Kearney Broadfoot South,Sandpit,HM,3,3,56,2,0,0,0,0,14,2,0,0,0,0
2005,Lilley - Wood River,Sandpit,HM,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,Newark West,Sandpit,HM,3,3,8,2,0,0,0,0,8,3,0,0,0,0
